,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
2500,2500,2500,Lung,5,1.0,"CD79A,IGHM,LINC01781,TNFRSF13B,TNFRSF13C,CD19,PAX5,VPREB3,BLK,MS4A1",b cell,B cell,CL:0000236,b cell,6. B cells,B Cells,B cells,B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0
2501,2501,2501,Lung,5,1.0,"SLC5A1,TCN1,PRB1,TTYH1,LINC01829,C6orf58,PRR4,LPO,ANO1,PRB3",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,7. Salivary gland cells,Salivary gland cells,Glandular epithelial cells,Alveolar epithelial cells,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,glandular epithelial cell,CL:0000150,pulmonary alveolar epithelial cell,CL:0000322,-1,-1,-1,-1
2502,2502,2502,Lung,5,1.0,"CD163,HCLS1,AIF1,MAFB,LST1,MS4A6A,FGL2,CSF1R,FCGR3A,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,8. Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,3,3,3,3
2503,2503,2503,Lung,5,1.0,"MT1M,LRRC32,SLC6A4,TIMP3,RAMP2,FAM107A,CLDN5,CALCRL,FCN3,VWF",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,9. Endothelial cells,Endothelial cells,Fibroblasts,Mesenchymal stem cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,mesenchymal stem cell,CL:0000134,2,2,8,7
2504,2504,2504,Lung,5,1.0,"SPARCL1,HPGD,RAMP2,IL1RL1,EMCN,TIMP3,EDNRB,GNG11,CLDN5,CA4",capillary aerocyte,,,epithelial cell,10. Endothelial cells,Pulmonary cells,Endothelial cells,Endothelial cells,pulmonary alveolar epithelial cell,CL:0000322,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
2505,2505,2505,Lung,5,1.0,"UPK3B,ST6GALNAC5,MYRF,SCEL,NTM,PKDCC,RTKN2,ITLN2,MS4A15,NCKAP5",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,11. Urothelial cells,Endothelial cells,Club cells,Epithelial cells,endothelial cell,CL:0000115,urothelial cell,CL:0000731,club cell,CL:0000158,epithelial cell,CL:0000066,16,-1,-1,3
2506,2506,2506,Lung,5,1.0,"VWF,LIFR,C7,PRSS23,CLU,TIMP3,ACKR1,SPARCL1,RAMP3,IGFBP7",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,12. Endothelial cells,Skin fibroblasts,Endothelial cells,Vascular smooth muscle cells,skin fibroblast,CL:0002620,endothelial cell,CL:0000115,endothelial cell,CL:0000115,vascular associated smooth muscle cell,CL:0000359,-1,3,3,-1
2507,2507,2507,Lung,5,1.0,"DCN,C7,LUM,PTGDS,C1S,FBLN1,MGP,MFAP4,ADH1B,RARRES2",alveolar fibroblast,,,fibroblast,13. Fibroblasts,Skin fibroblasts,Fibroblasts,Fibroblasts,skin fibroblast,CL:0002620,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
2508,2508,2508,Lung,5,1.0,"RELN,FOXC2,SCN3B,HOXD9,PROX1,MMRN1,STAB2,GPR182,CCL21,SEMA3D",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,14. Lymphatic endothelial cells,Lymphatic Endothelial cells,Lymphatic endothelial cells,Neuroendocrine cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,neuroendocrine cell,CL:0000165,0,0,0,-1
2509,2509,2509,Lung,5,1.0,"PLAC9,PLN,LMOD1,ACTG2,CRYAB,DES,CNN1,CARMN,MYH11,PPP1R14A",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,15. Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,Cardiomyocytes,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,fetal cardiomyocyte,CL:0002495,2,2,2,-1
2510,2510,2510,Lung,5,1.0,"AL357143.1,SPIB,CLEC4C,PLD4,LILRA4,MZB1,FAM129C,AL139020.1,LAMP5,SCT",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,16. Plasmacytoid dendritic cells,Dendritic cells,Plasmacytoid Dendritic Cells,B Cells,dendritic cell,CL:0000451,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,CL:0000784,b cell,CL:0000236,1,0,0,-1
2511,2511,2511,Lung,5,1.0,"NEDD4L,SFTPB,WFDC2,SCGB3A2,ELF3,CEACAM6,FOLR1,CYP2B7P,PIGR,GPRC5A",club cell,club cell,CL:0000158,epithelial cell,17. Club cells,Lung epithelial cells,Club Cells,Type II Alveolar Cells,epithelial cell of lung,CL:0000082,club cell,CL:0000158,club cell,CL:0000158,pulmonary alveolar type 2 cell,CL:0002063,-1,0,0,-1
2512,2512,2512,Lung,5,1.0,"IGFBP7,NPDC1,VWF,PLVAP,C7,CLU,CLDN5,LIFR,ACKR1,SPARCL1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,18. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
2513,2513,2513,Lung,5,1.0,"MYH11,C2orf40,COX4I2,BGN,LMOD1,PRELP,CCN5,PDGFRB,GJA4,PPP1R14A",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,19. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cells,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,1,1,1,1
2514,2514,2514,Lung,5,1.0,"FABP7,KCTD8,MKRN9P,PLPPR4,RSPO1,AC005821.1,LRRC38,SYT4,LINC01902,GPR1",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,20. Neurons,Neural cells,Neural Progenitor Cells,Neuroendocrine Cells,neural cell,CL:0002319,neuron,CL:0000540,neural progenitor cell,CL:0011020,neuroendocrine cell,CL:0000165,9,9,-1,-1
2515,2515,2515,Lung,5,1.0,"BGN,PDGFRB,NDUFA4L2,RGN,PPP1R14A,KCNK3,TPM2,INMT,COX4I2,HIGD1B",pericyte cell,pericyte,CL:0000669,pericyte,21. Pericytes,Smooth muscle cells,Pericytes,Fibroblasts,smooth muscle cell,CL:0000192,pericyte,CL:0000669,pericyte,CL:0000669,fibroblast,CL:0000057,-1,0,0,10
