,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1000,1000,1000,1000,1000,2,Lung,1.0,"GENE82,ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,18. Endothelial Cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
1001,1001,1001,1001,1001,2,Lung,1.0,"GENE100,PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Smooth Muscle Cells,CL:0000192,Fibroblasts,CL:0000057,Smooth Muscle cells,19. Vascular Smooth Muscle Cell,CL:0000192,CL:0000359,smooth muscle cell,vascular associated smooth muscle cell,smooth muscle cell,fibroblast,1,0,1,8
1002,1002,1002,1002,1002,2,Lung,1.0,"GENE64,AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Neurons,CL:0000540,Immune cells,CL:0000738,Neurons,20. Neural Progenitor Cell,CL:0000540,CL:0011020,neuron,neural progenitor cell,neuron,leukocyte,9,-1,9,-1
1003,1003,1003,1003,1003,2,Lung,1.0,"GENE68,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Pericytes,CL:0000669,Smooth muscle cells,CL:0000192,Smooth Muscle cells,21. Vascular Smooth Muscle Cell,CL:0000192,CL:0000359,smooth muscle cell,vascular associated smooth muscle cell,pericyte,smooth muscle cell,-1,-1,0,-1
1004,1004,1004,1004,1004,2,Lung,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE70",mesothelial cell,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,Type II alveolar cells,CL:0002063,Chondrocytes,22. Chondrocyte,CL:0000138,CL:0000138,chondrocyte,chondrocyte,goblet cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
1005,1005,1005,1005,1005,2,Lung,1.0,"GENE51,AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Ionocytes,CL:0005006,Alveolar macrophages,CL:0000583,Cardiac Muscle Cells,23. Mesenchymal Stem Cell,CL:0000746,CL:0000134,cardiac muscle cell,mesenchymal stem cell,ionocyte,alveolar macrophage,-1,1,-1,-1
1006,1006,1006,1006,1006,2,Lung,1.0,"GENE8,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Myeloid Cells,CL:0000763,Neuroendocrine cells,CL:0000165,Macrophages,24. Monocyte/Macrophage,CL:0000235,CL:0000576,macrophage,monocyte,myeloid cell,neuroendocrine cell,3,1,3,-1
1007,1007,1007,1007,1007,2,Lung,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE20",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Ionocytes,CL:0005006,Ciliated epithelial cells,CL:0000067,Salivary Gland Cells,25. Lymphatic Endothelial Cell,CL:0009005,CL:0002138,salivary gland cell,endothelial cell of lymphatic vessel,ionocyte,ciliated epithelial cell,-1,-1,1,8
1008,1008,1008,1008,1008,3,Lung,0.25,"ARHGEF26,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE17,DST,SCEL,GENE96,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Alveolar Epithelial Cells,CL:0000322,Pneumocytes,CL:0000322,Basal Cells,1. Keratinocyte,CL:0000646,CL:0000312,basal cell,keratinocyte,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,-1,-1,1,1
1009,1009,1009,1009,1009,3,Lung,0.25,"MS4A1,LINC00926,BLK,GENE40,SP140,CD79A,GENE56,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B Cells,CL:0000236,B cells,CL:0000236,B cells,2. B cell,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
